Nombre_remitente,Email_remitente,Nombre_destinatario,Email_destinatario,Asunto,Contenido,Fecha,Message-ID
Reynaldo Merino,reynaldo.merino@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,una duda sobre compensación por retraso,"He experimentado un inconveniente durante mi viaje que deseo compartir: una duda sobre compensación por retraso. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Reynaldo Merino Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-12-14 13:45,dade3db0-1901-4ea1-a1f4-79a4b282d2c9
Bernabé Tapia Jordá,bernabé.tapia.jordá@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso causado por problemas técnicos en el tren,"Quiero detallar un problema que tuve recientemente en el tren: un retraso causado por problemas técnicos en el tren. La situación fue especialmente problemática porque afectó toda mi organización. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Bernabé Tapia Jordá Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-03-15 08:59,23e1d4e5-d9ba-4d09-817c-7562bbabe195
María Luisa Echevarría Blanco,maría.luisa.echevarría.blanco@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,una escalera mecánica de la estación averiada,"Quisiera explicar lo que ocurrió durante mi último viaje: una escalera mecánica de la estación averiada. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. A causa de ello, llegué mucho más tarde de lo previsto. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
María Luisa Echevarría Blanco Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-12-27 11:48,a86dbf07-864c-45e3-b73b-de8fef6e4724
Rosaura Fajardo-Casals,rosaura.fajardo-casals@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,información contradictoria entre web y app,"Les escribo para informar de algo que me sucedió en el trayecto: información contradictoria entre web y app. El problema se agravó porque no había alternativas evidentes en ese momento. Tuve que reorganizar citas y generar cambios de última hora. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Rosaura Fajardo-Casals Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-04-19 18:10,1a36ba4e-d5c8-4a2d-bba9-550a170fbdcd
Eli de Arteaga,eli.de.arteaga@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,normas de transporte de bicicletas poco claras,"En mi último trayecto ocurrió algo que considero importante comunicar: normas de transporte de bicicletas poco claras. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. A causa de ello, llegué mucho más tarde de lo previsto. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Eli de Arteaga Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-08-07 11:30,3ff4b743-c005-406b-919f-3a8245350c57
Soledad Valero Cuervo,soledad.valero.cuervo@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso de más de 30 minutos pese a que se había informado puntualidad,"Tuve un problema durante el viaje y considero necesario notificarlo: un retraso de más de 30 minutos pese a que se había informado puntualidad. Esto generó bastante estrés ya que tenía compromisos importantes después. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Soledad Valero Cuervo Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-10-06 21:52,8e81c582-cfd0-43ff-a531-d8084bcd6fa5
Claudia Calzada Amo,claudia.calzada.amo@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,haber perdido un cochecito infantil,"Tuve un problema durante el viaje y considero necesario notificarlo: haber perdido un cochecito infantil. Esto generó bastante estrés ya que tenía compromisos importantes después. Esto provocó gastos adicionales que no debería haber tenido. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Claudia Calzada Amo Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-08-09 07:49,a659e902-89ed-460f-9318-bc984ed952de
Anastasia Ligia España Rosselló,anastasia.ligia.españa.rosselló@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,aire acondicionado funcionando solo en algunos vagones,"Tuve un problema durante el viaje y considero necesario notificarlo: aire acondicionado funcionando solo en algunos vagones. Esto generó bastante estrés ya que tenía compromisos importantes después. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Anastasia Ligia España Rosselló Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-07-24 09:53,2bdcc795-f902-4076-a16f-d2399c8b7ad4
Octavio Barrera Palomo,octavio.barrera.palomo@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,comunicación clara durante una incidencia,"He experimentado un inconveniente durante mi viaje que deseo compartir: comunicación clara durante una incidencia. La situación fue especialmente problemática porque afectó toda mi organización. Como consecuencia, perdí mi conexión con otro transporte. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Octavio Barrera Palomo Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-01-16 16:05,ad1e6e0a-dd48-4e22-b49f-0861ac7512ed
Amor León Gárate,amor.león.gárate@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,información contradictoria entre web y app,"Quisiera explicar lo que ocurrió durante mi último viaje: información contradictoria entre web y app. Esto generó bastante estrés ya que tenía compromisos importantes después. Tuve que reorganizar citas y generar cambios de última hora. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Amor León Gárate Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-04-10 14:36,0e782588-2e89-4995-86c0-9c32f60e5593
Alba del Porta,alba.del.porta@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un asiento reservado ocupado por otra persona,"Tuve un problema durante el viaje y considero necesario notificarlo: un asiento reservado ocupado por otra persona. El problema se agravó porque no había alternativas evidentes en ese momento. Tuve que reorganizar citas y generar cambios de última hora. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Alba del Porta Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-07-01 12:35,ca0b1227-8be4-4029-9b11-63dc7e1a0ddc
Reynaldo Falcó Castellanos,reynaldo.falcó.castellanos@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,problemas con billete para perro,"Me pongo en contacto porque he vivido una situación complicada: problemas con billete para perro. La situación fue especialmente problemática porque afectó toda mi organización. A causa de ello, llegué mucho más tarde de lo previsto. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Reynaldo Falcó Castellanos Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-06-27 18:04,4783c9ac-d338-4071-a48b-f5aef862bd3a
Ligia Mínguez Sánchez,ligia.mínguez.sánchez@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,confusión sobre la normativa de bozal,"He experimentado un inconveniente durante mi viaje que deseo compartir: confusión sobre la normativa de bozal. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Ligia Mínguez Sánchez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-02-28 09:44,12ffef82-252f-490f-a677-62584a5e18c9
Eleuterio de Heras,eleuterio.de.heras@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,las guías táctiles estaban dañadas,"Me pongo en contacto porque he vivido una situación complicada: las guías táctiles estaban dañadas. Esto generó bastante estrés ya que tenía compromisos importantes después. Como consecuencia, perdí mi conexión con otro transporte. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Eleuterio de Heras Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-08-18 11:20,47507a00-da86-4dda-bdd9-902e1f1e5cf0
Emelina Vilanova Palomares,emelina.vilanova.palomares@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso de más de 30 minutos pese a que se había informado puntualidad,"Quiero detallar un problema que tuve recientemente en el tren: un retraso de más de 30 minutos pese a que se había informado puntualidad. El problema se agravó porque no había alternativas evidentes en ese momento. Como consecuencia, perdí mi conexión con otro transporte. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Emelina Vilanova Palomares Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-12-26 09:27,646dacfd-0431-448c-965c-d36e96227560
Zaida Puga Corominas,zaida.puga.corominas@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,una sugerencia para añadir más espacios para bicicletas,"Tuve un problema durante el viaje y considero necesario notificarlo: una sugerencia para añadir más espacios para bicicletas. El problema se agravó porque no había alternativas evidentes en ese momento. Tuve que reorganizar citas y generar cambios de última hora. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Zaida Puga Corominas Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-02-01 16:26,50581e22-12bc-4c6a-92d0-3133de4391d4
